Feature_ID|Feature_Name|Class|State_Alpha|State_num|County|County_num|Primary_lat_DMS|Primary_lon_DMS|Primary_lat_DEC|Primary_lon_DEC|Source_State_Alpha|Source_lat_DMS|Source_lon_DMS|Source_lat_DEC|Source_lon_DEC|Elevation_Meters|Map_Name
1773544|Sabattus Pond|Reservoir|ME|23|Androscoggin|001|440718N|0700628W|44.1217404|-70.1078307||||||72|Lisbon Falls North
1773545|Bryant Pond Dam|Dam|ME|23|Oxford|017|442158N|0703822W|44.3661781|-70.6395094||||||212|Greenwood
1773547|Thompson Lake Dam|Dam|ME|23|Oxford|017|440754N|0702940W|44.1317376|-70.4945029||||||93|Oxford
1773548|Thompson Lake|Reservoir|ME|23|Oxford|017|440754N|0702940W|44.1317376|-70.4945029||||||93|Oxford
1773549|Pennesseewassee Lake Dam|Dam|ME|23|Oxford|017|441248N|0703246W|44.2134031|-70.5461715||||||117|Norway
1773551|Lake Auburn Dam|Dam|ME|23|Androscoggin|001|440842N|0701328W|44.1450722|-70.224499||||||83|Lake Auburn East
1773552|Lake Auburn|Reservoir|ME|23|Androscoggin|001|440842N|0701328W|44.1450722|-70.224499||||||83|Lake Auburn East
1773553|Turner Dam|Dam|ME|23|Androscoggin|001|441500N|0701522W|44.25007|-70.256167||||||116|Lake Auburn West
1773554|Nezinscot River Reservoir|Reservoir|ME|23|Androscoggin|001|441500N|0701522W|44.25007|-70.256167||||||116|Lake Auburn West
1773555|Lovejoy Pond Dam|Dam|ME|23|Kennebec|011|442154N|0700146W|44.3650679|-70.0294978||||||169|Wayne
1773557|Tolman Dam|Dam|ME|23|Knox|013|441018N|0690904W|44.1717458|-69.1511522||||||53|West Rockport
1773558|Tolman Pond|Reservoir|ME|23|Knox|013|441018N|0690904W|44.1717458|-69.1511522||||||53|West Rockport
1773561|Middle Dam|Dam|ME|23|Oxford|017|444630N|0705516W|44.7750542|-70.9211848||||||438|Middle Dam
1773562|Richardson Lake|Reservoir|ME|23|Oxford|017|444630N|0705516W|44.7750542|-70.9211848||||||438|Middle Dam
1773563|Upper Dam|Dam|ME|23|Oxford|017|445254N|0705152W|44.8817206|-70.8645157||||||445|Oquossoc
1773565|Upper Station Dam|Dam|ME|23|Franklin|007|450624N|0704534W|45.1067195|-70.7595127||||||542|Kennebago
1773566|Kennebago Lake|Reservoir|ME|23|Franklin|007|450624N|0704534W|45.1067195|-70.7595127||||||542|Kennebago
1773567|Rangeley Lake Dam|Dam|ME|23|Franklin|007|445800N|0704610W|44.966721|-70.7695133||||||462|Oquossoc
1773568|Rangeley Lake|Reservoir|ME|23|Franklin|007|445800N|0704610W|44.966721|-70.7695133||||||462|Oquossoc
1773569|Cataract Dam|Dam|ME|23|York|031|432948N|0702646W|43.496751|-70.4461621||||||15|Biddeford
1773570|Saco River Reservoir|Reservoir|ME|23|York|031|432948N|0702646W|43.496751|-70.4461621||||||15|Biddeford
1773571|West Channel Dam|Dam|ME|23|York|031|432954N|0702704W|43.4984175|-70.4511622||||||13|Biddeford
1773572|Saco River Reservoir|Reservoir|ME|23|York|031|432954N|0702704W|43.4984175|-70.4511622||||||13|Biddeford
1773573|Skelton Dam|Dam|ME|23|York|031|433430N|0703334W|43.5750816|-70.5594984||||||38|Bar Mills
1773574|Saco River Reservoir|Reservoir|ME|23|York|031|433430N|0703334W|43.5750816|-70.5594984||||||38|Bar Mills
1773575|Bar Mills Dam|Dam|ME|23|York|031|433648N|0703258W|43.6134141|-70.5494984||||||45|Bar Mills
1773576|Saco River Reservoir|Reservoir|ME|23|York|031|433648N|0703258W|43.6134141|-70.5494984||||||45|Bar Mills
1773577|West Buxton Dam|Dam|ME|23|York|031|434000N|0703610W|43.666746|-70.6028334||||||51|Standish
1773578|Saco River Reservoir|Reservoir|ME|23|York|031|434000N|0703610W|43.666746|-70.6028334||||||51|Standish
1773579|Bonney Eagle Dam|Dam|ME|23|York|031|434112N|0703640W|43.6867456|-70.6111672||||||64|Standish
1773580|Saco River Reservoir|Reservoir|ME|23|York|031|434112N|0703640W|43.6867456|-70.6111672||||||64|Standish
1773581|Hiram Falls Dam|Dam|ME|23|Oxford|017|435112N|0704752W|43.8534076|-70.79784||||||104|Cornish
1773582|Saco River Reservoir|Reservoir|ME|23|Oxford|017|435112N|0704752W|43.8534076|-70.79784||||||104|Cornish
1773583|Swans Falls Dam|Dam|ME|23|Oxford|017|440212N|0705858W|44.0367362|-70.9828464||||||127|Fryeburg
1773584|Saco River Reservoir|Reservoir|ME|23|Oxford|017|440212N|0705858W|44.0367362|-70.9828464||||||127|Fryeburg
1773585|Ledgemere Dam|Dam|ME|23|York|031|433954N|0704322W|43.6650787|-70.7228365||||||93|Limington
1773586|The Flowage Reservoir|Reservoir|ME|23|York|031|433954N|0704322W|43.6650787|-70.7228365||||||93|Limington
1773587|Balch Pond Outlet Dam|Dam|ME|23|York|031|433630N|0705616W|43.6084121|-70.9378415||||||184|Great East Lake
1773588|Balch Pond|Reservoir|ME|23|York|031|433630N|0705616W|43.6084121|-70.9378415||||||184|Great East Lake
1773589|Pequawket Dam|Dam|ME|23|York|031|434548N|0704052W|43.7634102|-70.6811697||||||85|Steep Falls
1773590|Horne Pond|Reservoir|ME|23|York|031|434548N|0704052W|43.7634102|-70.6811697||||||85|Steep Falls
1773591|Rock Haven Lake Dam|Dam|ME|23|York|031|433830N|0705422W|43.6417451|-70.9061743||||||134|West Newfield
1773593|Watchic Pond Dam|Dam|ME|23|Cumberland|005|434448N|0703734W|43.7467442|-70.6261681||||||85|Limington
1773594|Watchic Pond|Reservoir|ME|23|Cumberland|005|434448N|0703734W|43.7467442|-70.6261681||||||85|Limington
1773595|Kezar Falls Dam|Dam|ME|23|York|031|434836N|0705258W|43.8100752|-70.8828417||||||105|Kezar Falls
1773596|Ossipee River Reservoir|Reservoir|ME|23|York|031|434836N|0705258W|43.8100752|-70.8828417||||||105|Kezar Falls
1773597|Kezar Falls Upper Dam|Dam|ME|23|York|031|434824N|0705328W|43.8067419|-70.8911752||||||121|Kezar Falls
1773598|Ossipee River Reservoir|Reservoir|ME|23|York|031|434824N|0705328W|43.8067419|-70.8911752||||||121|Kezar Falls
1773599|Bickford Pond Dam|Dam|ME|23|Oxford|017|434933N|0705755W|43.8259079|-70.9653438||||||141|Kezar Falls
1773601|Colcord Pond Dam|Dam|ME|23|Oxford|017|435004N|0705720W|43.8345188|-70.9556214||||||162|Kezar Falls
1773603|Hancock Pond Dam|Dam|ME|23|Oxford|017|435600N|0704534W|43.9334056|-70.7595063||||||158|Hiram
1773604|Hancock Pond|Reservoir|ME|23|Oxford|017|435600N|0704534W|43.9334056|-70.7595063||||||158|Hiram
1773605|Moose Pond Dam|Dam|ME|23|Oxford|017|435818N|0704831W|43.971738|-70.8086745||||||132|Hiram
1773607|Kezar Lake Dam|Dam|ME|23|Oxford|017|440745N|0705649W|44.1292349|-70.9470137||||||115|Center Lovell
1773609|East Union Dam|Dam|ME|23|Knox|013|441254N|0691316W|44.215078|-69.2211542||||||81|West Rockport
1773610|Lerman Pond|Reservoir|ME|23|Knox|013|441254N|0691316W|44.215078|-69.2211542||||||81|West Rockport
1773611|Rowe Dam|Dam|ME|23|York|031|433036N|0705722W|43.5100803|-70.9561748||||||159|Great East Lake
1773612|Salmon Falls River Reservoir|Reservoir|ME|23|York|031|433036N|0705722W|43.5100803|-70.9561748||||||159|Great East Lake
1773613|Vaughn Brook Dam|Dam|ME|23|Kennebec|011|441624N|0694804W|44.2734024|-69.8011565||||||63|Augusta
1773614|Vaughn Pond|Reservoir|ME|23|Kennebec|011|441624N|0694804W|44.2734024|-69.8011565||||||63|Augusta
1773615|Cherryfield Dam|Dam|ME|23|Washington|029|443624N|0675616W|44.6067436|-67.9377814||||||18|Cherryfield
1773616|Narraguagus River Reservoir|Reservoir|ME|23|Washington|029|443624N|0675616W|44.6067436|-67.9377814||||||18|Cherryfield
1773617|Great Works Pond Dam|Dam|ME|23|York|031|431306N|0704834W|43.2184184|-70.8095015||||||9|Dover East
1773619|Lewiston Falls Dam|Dam|ME|23|Androscoggin|001|440600N|0701322W|44.1000731|-70.222832||||||36|Lewiston
1773620|Androscoggin River Reservoir|Reservoir|ME|23|Androscoggin|001|440600N|0701322W|44.1000731|-70.222832||||||36|Lewiston
1773621|Cumberland Dam|Dam|ME|23|Cumberland|005|434100N|0702104W|43.6834141|-70.3511614||||||13|Portland West
1773622|Presumpscot River Reservoir|Reservoir|ME|23|Cumberland|005|434100N|0702104W|43.6834141|-70.3511614||||||13|Portland West
1773623|Saccarappa Dam|Dam|ME|23|Cumberland|005|434048N|0702210W|43.6800807|-70.369495||||||24|Portland West
1773624|Presumpscot River Reservoir|Reservoir|ME|23|Cumberland|005|434048N|0702210W|43.6800807|-70.369495||||||24|Portland West
1773625|Gambo Falls Dam|Dam|ME|23|Cumberland|005|434454N|0702616W|43.7484119|-70.4378301||||||49|Gorham
1773626|Presumpscot River Reservoir|Reservoir|ME|23|Cumberland|005|434454N|0702616W|43.7484119|-70.4378301||||||49|Gorham
1773627|Dundee Pond Dam|Dam|ME|23|Cumberland|005|434645N|0702718W|43.7792444|-70.4550532||||||57|North Windham
1773629|North Gorham Dam|Dam|ME|23|Cumberland|005|434806N|0702658W|43.801744|-70.4494979||||||60|North Windham
1773630|Presumpscot River Reservoir|Reservoir|ME|23|Cumberland|005|434806N|0702658W|43.801744|-70.4494979||||||60|North Windham
1773631|Eel Weir Dam|Dam|ME|23|Cumberland|005|434906N|0702658W|43.8184102|-70.4494982||||||68|North Windham
1773632|Eel Weir Canal|Reservoir|ME|23|Cumberland|005|434906N|0702658W|43.8184102|-70.4494982||||||68|North Windham
1773633|Sebago Lake Dam|Dam|ME|23|Cumberland|005|435218N|0703404W|43.8717416|-70.5678348||||||81|Sebago Lake
1773635|Highland Lake Dam|Dam|ME|23|Cumberland|005|434442N|0702104W|43.7450793|-70.3511618||||||58|Portland West
1773636|Highland Lake|Reservoir|ME|23|Cumberland|005|434442N|0702104W|43.7450793|-70.3511618||||||58|Portland West
1773637|Thomas Pond Dam|Dam|ME|23|Cumberland|005|435430N|0703052W|43.9084076|-70.5145008||||||81|Naples
1773639|Crystal Lake Dam|Dam|ME|23|Cumberland|005|440642N|0704040W|44.1117368|-70.6778399||||||94|Bridgton
1773640|Crystal Lake|Reservoir|ME|23|Cumberland|005|440642N|0704040W|44.1117368|-70.6778399||||||94|Bridgton
1773641|Hobbs Pond Dam|Dam|ME|23|York|031|432100N|0703710W|43.350085|-70.6194986||||||43|Wells
1773642|Merriland River Reservoir|Reservoir|ME|23|York|031|432100N|0703710W|43.350085|-70.6194986||||||43|Wells
1773643|Keewaydin Lake Dam|Dam|ME|23|Oxford|017|441524N|0704934W|44.2567342|-70.8261791||||||213|East Stoneham
1773645|Virginia Lake Dam|Dam|ME|23|Oxford|017|441612N|0705134W|44.2700668|-70.8595135||||||258|East Stoneham
1773647|Highland Lake Dam|Dam|ME|23|Cumberland|005|440324N|0704246W|44.0567371|-70.7128399||||||129|Bridgton
1773649|Panther Pond Dam|Dam|ME|23|Cumberland|005|435406N|0702758W|43.9017415|-70.4661665||||||95|Raymond
1773651|Edwards Dam|Dam|ME|23|Kennebec|011|441930N|0694610W|44.3250683|-69.7694896||||||3|Augusta
1773652|Kennebec River Reservoir|Reservoir|ME|23|Kennebec|011|441930N|0694610W|44.3250683|-69.7694896||||||3|Augusta
1773653|Milstar Dam|Dam|ME|23|Kennebec|011|443254N|0693734W|44.5483995|-69.6261564||||||10|Waterville
1773654|Kennebec River Reservoir|Reservoir|ME|23|Kennebec|011|443254N|0693734W|44.5483995|-69.6261564||||||10|Waterville
1773655|T and A Mills Dam|Dam|ME|23|Kennebec|011|443348N|0693716W|44.5633993|-69.6211566||||||16|Fairfield
1773656|Kennebec River Reservoir|Reservoir|ME|23|Kennebec|011|443348N|0693716W|44.5633993|-69.6211566||||||16|Fairfield
1773657|Shawmut Dam|Dam|ME|23|Kennebec|011|443754N|0693458W|44.6317317|-69.582824||||||33|Clinton
1773658|Kennebec River Reservoir|Reservoir|ME|23|Kennebec|011|443754N|0693458W|44.6317317|-69.582824||||||33|Clinton
1773659|Weston Dam|Dam|ME|23|Somerset|025|444554N|0694316W|44.7650618|-69.7211625||||||44|Skowhegan
1773660|Kennebec River Reservoir|Reservoir|ME|23|Somerset|025|444554N|0694316W|44.7650618|-69.7211625||||||44|Skowhegan
1773661|Abenaquis Dam|Dam|ME|23|Somerset|025|444730N|0695316W|44.7917265|-69.8878351||||||61|Madison West
1773662|Kennebec River Reservoir|Reservoir|ME|23|Somerset|025|444730N|0695316W|44.7917265|-69.8878351||||||61|Madison West
1773663|Anson Station Dam|Dam|ME|23|Somerset|025|444754N|0695316W|44.798393|-69.8878352||||||67|Madison West
1773664|Kennebec River Reservoir|Reservoir|ME|23|Somerset|025|444754N|0695316W|44.798393|-69.8878352||||||67|Madison West
1773665|Williams Dam|Dam|ME|23|Somerset|025|445736N|0695210W|44.9600574|-69.8695025||||||94|Solon
1773666|Kennebec River Reservoir|Reservoir|ME|23|Somerset|025|445736N|0695210W|44.9600574|-69.8695025||||||94|Solon
1773667|Wyman Dam|Dam|ME|23|Somerset|025|450412N|0695422W|45.0700557|-69.906171||||||148|Bingham
1773671|East Outlet Dam|Dam|ME|23|Piscataquis|021|453512N|0694252W|45.5867114|-69.7145018||||||314|Moosehead
1773672|Moosehead Lake|Reservoir|ME|23|Piscataquis|021|453512N|0694252W|45.5867114|-69.7145018||||||314|Moosehead
1773673|West Outlet Dam|Dam|ME|23|Somerset|025|453906N|0694440W|45.6517106|-69.7445025||||||313|Mount Kineo
1773674|Moosehead Lake|Reservoir|ME|23|Somerset|025|453906N|0694440W|45.6517106|-69.7445025||||||313|Mount Kineo
1773675|Lower Togus Pond Dam|Dam|ME|23|Kennebec|011|441642N|0694104W|44.2784031|-69.6844882||||||57|Togus Pond
1773676|Togus Pond|Reservoir|ME|23|Kennebec|011|441642N|0694104W|44.2784031|-69.6844882||||||57|Togus Pond
1773677|American Tissue Dam|Dam|ME|23|Kennebec|011|441400N|0694658W|44.2334031|-69.7828224||||||58|Gardiner
1773678|Cobbosseecontee Stream Reservoir|Reservoir|ME|23|Kennebec|011|441400N|0694658W|44.2334031|-69.7828224||||||58|Gardiner
1773679|New Mills Dam|Dam|ME|23|Kennebec|011|441312N|0694722W|44.2200702|-69.7894893||||||42|Gardiner
1773680|Pleasant Pond|Reservoir|ME|23|Kennebec|011|441312N|0694722W|44.2200702|-69.7894893||||||42|Gardiner
1773681|Cobbosseecontee Lake Dam|Dam|ME|23|Kennebec|011|441642N|0695316W|44.2784028|-69.8878256||||||54|Winthrop
1773683|Annabessacook Dam|Dam|ME|23|Kennebec|011|441430N|0695834W|44.2417375|-69.9761611||||||60|Purgatory
1773684|Annabessacook Lake|Reservoir|ME|23|Kennebec|011|441430N|0695834W|44.2417375|-69.9761611||||||60|Purgatory
1773685|Carleton Pond Dam|Dam|ME|23|Kennebec|011|442030N|0695458W|44.3417351|-69.916161||||||101|Winthrop
1773687|Maranacook Lake Upper Dam|Dam|ME|23|Kennebec|011|441836N|0695822W|44.3100692|-69.9728287||||||64|Winthrop
1773689|Lower Wilson Stream Dam|Dam|ME|23|Kennebec|011|441630N|0700140W|44.2750701|-70.0278293||||||64|Wayne
1773690|Wilson Stream Reservoir|Reservoir|ME|23|Kennebec|011|441630N|0700140W|44.2750701|-70.0278293||||||64|Wayne
1773691|Wilson Pond Dam|Dam|ME|23|Kennebec|011|441643N|0700159W|44.2786811|-70.0331073||||||74|Wayne
1773693|Union Gas Dam|Dam|ME|23|Kennebec|011|443200N|0693910W|44.5333996|-69.6528233||||||18|Waterville
1773694|Messalonskee Stream Reservoir|Reservoir|ME|23|Kennebec|011|443200N|0693910W|44.5333996|-69.6528233||||||18|Waterville
1773695|Automatic Number 4 Dam|Dam|ME|23|Kennebec|011|443248N|0693834W|44.5467328|-69.6428233||||||24|Waterville
1773696|Messalonskee Stream Reservoir|Reservoir|ME|23|Kennebec|011|443248N|0693834W|44.5467328|-69.6428233||||||24|Waterville
1773697|Rice Rips Dam|Dam|ME|23|Kennebec|011|443354N|0694116W|44.5650656|-69.6878247||||||49|Waterville
1773698|Messalonskee Stream Reservoir|Reservoir|ME|23|Kennebec|011|443354N|0694116W|44.5650656|-69.6878247||||||49|Waterville
1773699|Messalonskee Number 2 Dam|Dam|ME|23|Kennebec|011|443248N|0694246W|44.5467325|-69.7128249||||||63|Waterville
1773700|Messalonskee Stream Reservoir|Reservoir|ME|23|Kennebec|011|443248N|0694246W|44.5467325|-69.7128249||||||63|Waterville
1773701|Snow Pond Dam|Dam|ME|23|Kennebec|011|443224N|0694328W|44.5400658|-69.7244917||||||71|Waterville
1773702|Messalonskee Lake|Reservoir|ME|23|Kennebec|011|443224N|0694328W|44.5400658|-69.7244917||||||71|Waterville
1773703|Great Pond Outlet Dam|Dam|ME|23|Kennebec|011|443148N|0695316W|44.530065|-69.88783||||||77|Belgrade Lakes
1773704|Great Pond|Reservoir|ME|23|Kennebec|011|443148N|0695316W|44.530065|-69.88783||||||77|Belgrade Lakes
1773705|Fort Halifax Dam|Dam|ME|23|Kennebec|011|443218N|0693746W|44.5383997|-69.6294896||||||15|Waterville
1773706|Sebasticook River Reservoir|Reservoir|ME|23|Kennebec|011|443218N|0693746W|44.5383997|-69.6294896||||||15|Waterville
1773707|Burnham Dam|Dam|ME|23|Waldo|027|444318N|0692452W|44.7217318|-69.4144918||||||49|Burnham
1773708|Sebasticook River Reservoir|Reservoir|ME|23|Waldo|027|444318N|0692452W|44.7217318|-69.4144918||||||49|Burnham
1773709|Pioneer Dam|Dam|ME|23|Somerset|025|444712N|0692252W|44.7867308|-69.3811592||||||62|Pittsfield
1773710|Mill Pond|Reservoir|ME|23|Somerset|025|444712N|0692252W|44.7867308|-69.3811592||||||62|Pittsfield
1773711|Upper Dam|Dam|ME|23|Somerset|025|444742N|0692310W|44.7950638|-69.3861591||||||66|Pittsfield
1773712|Sebasticook River Reservoir|Reservoir|ME|23|Somerset|025|444742N|0692310W|44.7950638|-69.3861591||||||66|Pittsfield
1773713|Great Moose Lake Dam|Dam|ME|23|Somerset|025|445306N|0692716W|44.8850605|-69.4544922||||||74|Hartland
1773715|China Lake Dam|Dam|ME|23|Kennebec|011|442706N|0693622W|44.4517347|-69.6061548||||||56|China Lake
1773717|Main Street Dam|Dam|ME|23|Penobscot|019|445006N|0691622W|44.8350646|-69.2728254||||||60|Newport
1773718|East Branch Sebasticook River Reservoir|Reservoir|ME|23|Penobscot|019|445006N|0691622W|44.8350646|-69.2728254||||||60|Newport
1773719|Sebasticook Lake Dam|Dam|ME|23|Penobscot|019|445024N|0691634W|44.8400644|-69.2761587||||||61|Newport
1773720|Sebasticook Lake|Reservoir|ME|23|Penobscot|019|445024N|0691634W|44.8400644|-69.2761587||||||61|Newport
1773721|Plymouth Pond Dam|Dam|ME|23|Penobscot|019|444600N|0691240W|44.7667336|-69.2111586||||||80|Plymouth
1773722|Plymouth Pond|Reservoir|ME|23|Penobscot|019|444600N|0691240W|44.7667336|-69.2111586||||||80|Plymouth
1773723|Upper Dam|Dam|ME|23|Somerset|025|445448N|0692428W|44.9133938|-69.4078252||||||83|Hartland
1773724|Indian Pond|Reservoir|ME|23|Somerset|025|445448N|0692428W|44.9133938|-69.4078252||||||83|Hartland
1773725|East Madison Dam|Dam|ME|23|Somerset|025|445048N|0694528W|44.8467267|-69.7578308||||||109|Madison East
1773727|Sandy River Dam|Dam|ME|23|Somerset|025|444348N|0695358W|44.7300607|-69.8995015||||||78|Mercer
1773728|Sandy River Reservoir|Reservoir|ME|23|Somerset|025|444348N|0695358W|44.7300607|-69.8995015||||||78|Mercer
1773729|Wilson Pond Dam|Dam|ME|23|Franklin|007|443512N|0701358W|44.5867285|-70.2328391||||||176|Wilton
1773730|Wilson Pond|Reservoir|ME|23|Franklin|007|443512N|0701358W|44.5867285|-70.2328391||||||176|Wilton
1773731|Mercer Dam|Dam|ME|23|Franklin|007|443306N|0700510W|44.55173|-70.0861693||||||115|Farmington Falls
1773732|Little Norridgewock Stream Reservoir|Reservoir|ME|23|Franklin|007|443306N|0700510W|44.55173|-70.0861693||||||115|Farmington Falls
1773733|Temple Stream Dam|Dam|ME|23|Franklin|007|443936N|0700958W|44.6600603|-70.1661729||||||112|Farmington
1773734|Temple Stream Reservoir|Reservoir|ME|23|Franklin|007|443936N|0700958W|44.6600603|-70.1661729||||||112|Farmington
1773735|Canal Street Dam|Dam|ME|23|Androscoggin|001|440512N|0701246W|44.0867402|-70.2128318||||||39|Lewiston
1773736|Androscoggin River Reservoir|Reservoir|ME|23|Androscoggin|001|440512N|0701246W|44.0867402|-70.2128318||||||39|Lewiston
1773737|Mill Pond Dam|Dam|ME|23|Franklin|007|444812N|0700722W|44.8033912|-70.1228412||||||187|New Vineyard
1773738|Mill Pond|Reservoir|ME|23|Franklin|007|444812N|0700722W|44.8033912|-70.1228412||||||187|New Vineyard
1773739|Porter Lake Dam|Dam|ME|23|Franklin|007|444818N|0700840W|44.8050577|-70.1445082||||||195|Strong
1773741|Longfalls Dam|Dam|ME|23|Somerset|025|451324N|0701204W|45.2233875|-70.2011774||||||335|Little Bigelow Mountain
1773743|Spencer Lake Dam|Dam|ME|23|Somerset|025|452154N|0701628W|45.3650517|-70.2745113||||||329|King And Bartlett Lake
1773744|Spencer Lake|Reservoir|ME|23|Somerset|025|452154N|0701628W|45.3650517|-70.2745113||||||329|King And Bartlett Lake
1773745|Eustis Power Dam|Dam|ME|23|Franklin|007|451306N|0702834W|45.2183866|-70.4761787||||||355|Stratton
1773746|North Branch Dead River Reservoir|Reservoir|ME|23|Franklin|007|451306N|0702834W|45.2183866|-70.4761787||||||355|Stratton
1773747|Chain Lakes Dam|Dam|ME|23|Franklin|007|451848N|0703734W|45.313384|-70.6261803||||||388|Chain of Ponds
1773748|Chain Lakes|Reservoir|ME|23|Franklin|007|451848N|0703734W|45.313384|-70.6261803||||||388|Chain of Ponds
1773749|Moxie Pond Dam|Dam|ME|23|Somerset|025|452100N|0695221W|45.3500506|-69.8725598||||||296|Moxie Pond
1773753|Crocker Pond Dam|Dam|ME|23|Somerset|025|454112N|0702528W|45.6867131|-70.4245175||||||563|Stony Brook
1773754|Crocker Pond|Reservoir|ME|23|Somerset|025|454112N|0702528W|45.6867131|-70.4245175||||||563|Stony Brook
1773755|Roach Pond Dam|Dam|ME|23|Piscataquis|021|454018N|0692646W|45.6717097|-69.4461647||||||372|Kokadjo
1773757|Water Works Dam|Dam|ME|23|Penobscot|019|444836N|0684428W|44.810071|-68.7411463||||||2|Veazie
1773758|Penobscot River Reservoir|Reservoir|ME|23|Penobscot|019|444836N|0684428W|44.810071|-68.7411463||||||2|Veazie
1773759|Veazie Dam|Dam|ME|23|Penobscot|019|444954N|0684204W|44.8317372|-68.7011448||||||4|Veazie
1773760|Penobscot River Reservoir|Reservoir|ME|23|Penobscot|019|444954N|0684204W|44.8317372|-68.7011448||||||4|Veazie
1773761|Orono Dam|Dam|ME|23|Penobscot|019|445300N|0683952W|44.8834026|-68.6644767||||||16|Old Town
1773762|Stillwater River Reservoir|Reservoir|ME|23|Penobscot|019|445300N|0683952W|44.8834026|-68.6644767||||||16|Old Town
1773763|Stillwater Dam|Dam|ME|23|Penobscot|019|445442N|0684104W|44.9117355|-68.6844774||||||28|Old Town
1773764|Stillwater River Reservoir|Reservoir|ME|23|Penobscot|019|445442N|0684104W|44.9117355|-68.6844774||||||28|Old Town
1773765|Great Works Dam|Dam|ME|23|Penobscot|019|445512N|0683752W|44.9200684|-68.6311421||||||23|Old Town
