Feature_ID|Feature_Name|Class|State_Alpha|State_num|County|County_num|Primary_lat_DMS|Primary_lon_DMS|Primary_lat_DEC|Primary_lon_DEC|Source_State_Alpha|Source_lat_DMS|Source_lon_DMS|Source_lat_DEC|Source_lon_DEC|Elevation_Meters|Map_Name
562468|Black Mountain|Summit|ME|23|Aroostook|003|465834N|0685133W|46.9761499|-68.8592101||||||581|Deboullie Pond
562469|Black Mountain Cemetery|Cemetery|ME|23|Oxford|017|440610N|0705031W|44.102847|-70.8420105||||||169|Pleasant Mountain
562470|Black Mountain Cemetery|Cemetery|ME|23|Oxford|017|442408N|0702716W|44.4022889|-70.454506||||||183|Worthley Pond
562471|Black Narrows|Channel|ME|23|Somerset|025|451904N|0695041W|45.3178291|-69.8447812||||||296|Moxie Pond
562472|Black Nubble|Summit|ME|23|Franklin|007|450156N|0702650W|45.0322775|-70.4472899||||||1117|Black Nubble
562473|Black Nubble|Summit|ME|23|Somerset|025|451059N|0695441W|45.1831097|-69.9114491||||||618|Caratunk
562474|Black Nubble|Summit|ME|23|Somerset|025|451806N|0700249W|45.3017191|-70.0470081||||||527|Pierce Pond
562475|Black Nubble|Summit|ME|23|Somerset|025|452056N|0702056W|45.3489405|-70.3489564||||||628|King And Bartlett Lake
562476|Black Nubble|Summit|ME|23|Somerset|025|452158N|0694847W|45.366161|-69.8131139||||||479|Moxie Pond
562477|Black Nubble|Summit|ME|23|Franklin|007|445952N|0701524W|44.9978337|-70.2567342||||||853|Mount Abraham
562478|Black Pinnacle|Summit|ME|23|Piscataquis|021|453707N|0691530W|45.6186564|-69.2583827||||||599|Hay Mountain
562479|Black Point|Cape|ME|23|Washington|029|444037N|0670854W|44.6770242|-67.1483171||||||0|Cutler
562480|Black Point|Cape|ME|23|Somerset|025|445035N|0694637W|44.8431155|-69.7769981||||||102|Madison East
562481|Black Point|Cape|ME|23|Oxford|017|445101N|0705135W|44.8503322|-70.8597938||||||441|Metallak Mountain
562482|Black Point|Cape|ME|23|Oxford|017|445306N|0705045W|44.8850542|-70.8459042||||||446|Oquossoc
562483|Black Point|Cape|ME|23|Washington|029|453115N|0674933W|45.520901|-67.8258415||||||127|Brookton
562484|Black Point|Cape|ME|23|Piscataquis|021|453343N|0693431W|45.5619889|-69.5753328||||||324|Lily Bay
562485|Black Point|Cape|ME|23|Washington|029|453903N|0675612W|45.6508955|-67.9366798||||||128|Jimmey Mountain
562486|Black Point|Cape|ME|23|Somerset|025|454040N|0695341W|45.6778213|-69.8947836||||||327|Brassua Lake West
562487|Black Point|Cape|ME|23|Aroostook|003|455927N|0680930W|45.9908869|-68.1583564||||||132|Mattawamkeag Lake
562488|Black Point|Cape|ME|23|Piscataquis|021|461244N|0693731W|46.2122575|-69.625338||||||304|Caucomgomoc Lake West
562489|Black Point Brook|Stream|ME|23|Washington|029|444042N|0670903W|44.6784131|-67.1508172|ME|444034N|0671033W|44.6761111|-67.1758333|1|Cutler
562490|Black Point Cemetery|Cemetery|ME|23|Cumberland|005|433419N|0701852W|43.5720281|-70.314493||||||13|Prouts Neck
562491|Black Point Cove|Bay|ME|23|Washington|029|444043N|0670857W|44.6786909|-67.1491504||||||1|Cutler
562492|Black Pond|Lake|ME|23|York|031|432737N|0705613W|43.4603587|-70.9370072||||||147|Milton
562493|Black Pond|Lake|ME|23|Oxford|017|435903N|0705744W|43.9842373|-70.9622897||||||147|Brownfield
562494|Black Pond|Lake|ME|23|Androscoggin|001|441350N|0701542W|44.230626|-70.2617224||||||98|Lake Auburn West
562495|Black Pond|Lake|ME|23|Hancock|009|442018N|0683924W|44.3384115|-68.6566924||||||48|Sargentville
562496|Black Pond|Lake|ME|23|Piscataquis|021|454451N|0691634W|45.7475433|-69.2761611||||||341|Farrar Mountain
562497|Black Pond|Lake|ME|23|Aroostook|003|465830N|0685014W|46.975039|-68.8372661||||||373|Deboullie Pond
562498|Black Pond|Lake|ME|23|Aroostook|003|471010N|0684337W|47.1694827|-68.7269916||||||345|Wheelock
562499|Black Pond|Lake|ME|23|Kennebec|011|443142N|0700002W|44.5283976|-70.0006116||||||107|Farmington Falls
562500|Black Pond|Lake|ME|23|Piscataquis|021|460804N|0692823W|46.1344828|-69.4731122||||||287|Longley Pond
562501|Black Rock|Bar|ME|23|Cumberland|005|433251N|0701936W|43.5475842|-70.3267153||||||0|Prouts Neck
562502|Black Rock|Bar|ME|23|Knox|013|435249N|0690849W|43.880361|-69.1469879||||||0|Tenants Harbor
562503|Black Rock|Island|ME|23|Cumberland|005|434812N|0700022W|43.8034154|-70.0061596||||||1|Freeport
562504|Black Rock|Island|ME|23|Knox|013|435357N|0691525W|43.8992498|-69.2569913||||||0|Friendship
562505|Black Rock|Island|ME|23|Washington|029|442616N|0674244W|44.4378574|-67.7122175||||||0|Drisko Island
562506|Black Rock Brook|Stream|ME|23|Hancock|009|443916N|0680108W|44.6545204|-68.0188959|ME|443910N|0680415W|44.6527778|-68.0708333|26|Tunk Mountain
562507|Black Rocks|Bar|ME|23|Knox|013|435129N|0685436W|43.858139|-68.9100353||||||0|Matinicus
562508|Black Sand Island|Island|ME|23|Piscataquis|021|453116N|0693846W|45.5211564|-69.6461672||||||318|Moosehead
562509|Black Spruce Bog|Swamp|ME|23|Piscataquis|021|460346N|0690444W|46.0628215|-69.0789376||||||431|Nesowadnehunk Lake
562510|Black Spruce Pond|Lake|ME|23|Piscataquis|021|462026N|0690109W|46.3405962|-69.019216||||||311|Beetle Mountain
562511|Black Spur|Summit|ME|23|Franklin|007|450629N|0704011W|45.108109|-70.6697902||||||825|Kennebago Lake
562512|Black Stream|Stream|ME|23|Somerset|025|444643N|0693206W|44.7786736|-69.5350484|ME|444903N|0693259W|44.8175|-69.5497222|68|Canaan
562513|Black Stream|Stream|ME|23|Penobscot|019|444820N|0685800W|44.8056253|-68.9667069|ME|445454N|0690023W|44.9150681|-69.0064284|39|Hermon
562514|Black Stream|Stream|ME|23|Penobscot|019|445302N|0685410W|44.8839579|-68.9028158|ME|444813N|0685803W|44.8036808|-68.9675403|30|Kenduskeag
562515|Black Stream|Stream|ME|23|Somerset|025|445443N|0693413W|44.9120033|-69.5703273|ME|445111N|0693701W|44.8531159|-69.6169946|74|Harmony
562516|Black Stream|Stream|ME|23|Piscataquis|021|451019N|0691748W|45.1719991|-69.2967129|ME|450642N|0691109W|45.1117249|-69.1858769|107|Sangerville
562517|Blackberry Hill|Summit|ME|23|York|031|431553N|0704919W|43.2648063|-70.8220026||||||68|Somersworth
562518|Blackcap|Summit|ME|23|Penobscot|019|444512N|0683359W|44.7534054|-68.5664177||||||312|Chemo Pond
562519|Blackcap Mountain|Summit|ME|23|Hancock|009|445544N|0681002W|44.9289593|-68.1672365||||||284|Alligator Lake
562520|Blackcat Brook|Stream|ME|23|Oxford|017|444559N|0705421W|44.7664435|-70.9059068|ME|444522N|0705412W|44.7561111|-70.9033333|441|Middle Dam
562521|Blackcat Mountain|Summit|ME|23|Franklin|007|450509N|0703947W|45.0858869|-70.6631236||||||780|Kennebago Lake
562522|Blackinton Corners|Populated Place|ME|23|Knox|013|440724N|0690702W|44.1234134|-69.1172628||||||55|Rockland
562523|Blackman Brook|Stream|ME|23|Penobscot|019|451847N|0681933W|45.3131163|-68.3258525|ME|451842N|0681728W|45.3116667|-68.2911111|90|Lee
562524|Blackman Ridge|Ridge|ME|23|Penobscot|019|452414N|0683430W|45.4039441|-68.5750276||||||86|Nine Meadow Ridge
562525|Blackman Stream|Stream|ME|23|Penobscot|019|445319N|0683848W|44.8886802|-68.6466982|ME|445019N|0683536W|44.8386812|-68.593363|22|Old Town
562526|Blackmore Pond|Lake|ME|23|Piscataquis|021|461716N|0690038W|46.2878194|-69.0106043||||||277|Beetle Mountain
562527|Blacksmith Brook|Stream|ME|23|York|031|431922N|0703334W|43.3228637|-70.5594974|ME|432023N|0703634W|43.3397222|-70.6094444|0|Wells
562528|Blacksmith Brook|Stream|ME|23|Aroostook|003|465654N|0682129W|46.9483741|-68.3580946|ME|465733N|0681949W|46.9591667|-68.3302778|192|Hanford
562529|Blacksnake Ledge|Bar|ME|23|Cumberland|005|434418N|0695625W|43.7384172|-69.9403244||||||0|Bailey Island
562530|Blackstone Brook|Stream|ME|23|Piscataquis|021|451520N|0693446W|45.2556064|-69.5794966|ME|451536N|0693803W|45.2600513|-69.6342201|168|Monson West
562531|Blackstrap|Populated Place|ME|23|Cumberland|005|434607N|0701950W|43.7686901|-70.3306062||||||125|Cumberland Center
562532|Blackstrap Hill|Summit|ME|23|Cumberland|005|434533N|0701914W|43.759246|-70.3206059||||||151|Cumberland Center
562533|Blackwater River|Stream|ME|23|Aroostook|003|462820N|0682033W|46.4722652|-68.3425384|ME|462915N|0681509W|46.4875|-68.2525|169|Griswold
562534|Blackwell Bog|Swamp|ME|23|Penobscot|019|455655N|0682828W|45.9486615|-68.4744759||||||178|Patten
562535|Blackwell Hill|Summit|ME|23|Somerset|025|444902N|0694850W|44.8172823|-69.8139437||||||199|Madison East
562536|Blackwood Mountain|Summit|ME|23|Hancock|009|443336N|0680341W|44.5600774|-68.0613964||||||194|Tunk Lake
562537|Blaine|Populated Place|ME|23|Aroostook|003|463017N|0675207W|46.5047639|-67.8686359||||||154|Mars Hill
562538|Blaine School|School|ME|23|Somerset|025|454036N|0694649W|45.6767103|-69.7803366||||||317|Brassua Lake East
562539|Blainer School|School|ME|23|Aroostook|003|471542N|0683002W|47.2617066|-68.5006011||||||306|Fort Kent North
562540|Blair Hill|Summit|ME|23|Piscataquis|021|452932N|0693358W|45.4922677|-69.5661656||||||560|Greenville
562541|Blaisdell Cemetery|Cemetery|ME|23|Oxford|017|435929N|0704624W|43.9914598|-70.773396||||||216|Hiram
562542|Blaisdell Corners|Populated Place|ME|23|York|031|432052N|0705539W|43.3478597|-70.9275619||||||76|Rochester
562543|Blaisdell Hill|Summit|ME|23|Hancock|009|443344N|0683852W|44.562297|-68.6478052||||||134|Orland
562544|Blaisdell Pond|Lake|ME|23|Sagadahoc|023|434635N|0694952W|43.7764725|-69.8311572||||||35|Phippsburg
562545|Blaisdell Pond|Reservoir|ME|23|York|031|430809N|0704110W|43.1359214|-70.686164||||||11|York Harbor
562546|Blake Brook|Stream|ME|23|Aroostook|003|464103N|0682133W|46.6842082|-68.3592066|ME|464409N|0682332W|46.7358746|-68.3922632|165|York Ridge
562547|Blake Cemetery|Cemetery|ME|23|Oxford|017|435423N|0705703W|43.9064615|-70.9508998||||||220|Brownfield
562548|Blake Cemetery|Cemetery|ME|23|Androscoggin|001|440049N|0700712W|44.0136874|-70.1200532||||||68|Lisbon Falls North
562549|Blake Cemetery|Cemetery|ME|23|Franklin|007|443733N|0700452W|44.6258949|-70.0811708||||||109|New Sharon
562550|Blake Corner|Populated Place|ME|23|Androscoggin|001|440042N|0700703W|44.0117431|-70.1175532||||||76|Lisbon Falls North
562551|Blake Island|Island|ME|23|Kennebec|011|443058N|0694520W|44.5161772|-69.7556031||||||72|Rome
562552|Blake Lake|Lake|ME|23|Aroostook|003|470540N|0683220W|47.0944841|-68.5389334||||||232|Eagle Lake
562553|Blake Point|Cape|ME|23|Hancock|009|441830N|0684738W|44.3084115|-68.7939182||||||4|Cape Rosier
562554|Blake Pond|Lake|ME|23|Waldo|027|442526N|0692656W|44.4239591|-69.448931||||||108|Palermo
562555|Blake School|School|ME|23|Cumberland|005|434241N|0703058W|43.7114677|-70.5161649||||||79|Standish
562556|Blakeslee Lake|Lake|ME|23|Somerset|025|452319N|0702548W|45.3886616|-70.4300686||||||526|Tumbledown Mountain
562557|Blanchard|Populated Place|ME|23|Piscataquis|021|451603N|0693501W|45.2675506|-69.5836635||||||175|Monson West
562558|Blanchard Brook|Stream|ME|23|Franklin|007|450435N|0704037W|45.0764426|-70.6770125|ME|450453N|0703901W|45.0813889|-70.6502778|542|Kennebago Lake
562559|Blanchard Brook|Stream|ME|23|Somerset|025|451220N|0701313W|45.20561|-70.2203444|ME|451259N|0701537W|45.2164432|-70.2603449|351|Little Bigelow Mountain
562560|Blanchard Cemetery|Cemetery|ME|23|Cumberland|005|434610N|0701612W|43.7695239|-70.2700496||||||49|Cumberland Center
562561|Blanchard Cove|Bay|ME|23|Franklin|007|450436N|0704044W|45.0767204|-70.6789569||||||542|Kennebago Lake
562562|Blanchard Hill|Summit|ME|23|Waldo|027|443016N|0685047W|44.5045194|-68.8464205||||||142|Bucksport
562563|Blanchard Mountain|Summit|ME|23|Somerset|025|451341N|0701359W|45.2281099|-70.2331223||||||682|Little Bigelow Mountain
562564|Blanchard Pond|Lake|ME|23|Cumberland|005|434807N|0701558W|43.8020232|-70.2661613||||||46|Cumberland Center
562565|Blanchard Pond|Lake|ME|23|Franklin|007|451614N|0703550W|45.2706074|-70.5972904||||||412|Jim Pond
562566|Blanchard Pond Outlet|Stream|ME|23|Franklin|007|451703N|0703511W|45.2842183|-70.5864572|ME|451618N|0703552W|45.2716667|-70.5977778|377|Jim Pond
562567|Blanchard Ponds|Lake|ME|23|Franklin|007|450425N|0703935W|45.0736649|-70.6597903||||||558|Kennebago Lake
562568|Blanchard Stream|Stream|ME|23|Androscoggin|001|441802N|0701724W|44.3006244|-70.2900573|ME|441928N|0701659W|44.3244444|-70.2830556|103|Buckfield
562569|Blanchards Depot Camp|Locale|ME|23|Aroostook|003|464822N|0684706W|46.8061516|-68.785046||||||221|Fish River Lake
562570|Blanchette Camp|Locale|ME|23|Aroostook|003|463912N|0692338W|46.653366|-69.3939413||||||281|Cunliffe Lake
562571|Blaney Point|Cape|ME|23|Cumberland|005|434636N|0700740W|43.7767478|-70.1278264||||||0|Yarmouth
562572|Blank Point|Cape|ME|23|Knox|013|440050N|0691249W|44.0139709|-69.2136569||||||6|Thomaston
562573|Blasket Point|Cape|ME|23|Washington|029|443340N|0674901W|44.5611887|-67.816944||||||4|Harrington
562574|Blastow Cove|Bay|ME|23|Hancock|009|441649N|0684313W|44.2803566|-68.7203051||||||1|Sargentville
562575|Blethen School|School|ME|23|Franklin|007|445246N|0702228W|44.8795012|-70.3745112||||||324|Redington
562576|Blind Brook|Stream|ME|23|Piscataquis|021|463143N|0685409W|46.5286504|-68.9025491|ME|463433N|0685923W|46.5758333|-68.9897222|261|Mooseleuk Lake
562577|Blinn Hill|Summit|ME|23|Lincoln|015|440722N|0694051W|44.1228518|-69.6808782||||||135|Wiscasset
562578|Bliss Camp|Locale|ME|23|Aroostook|003|462700N|0681159W|46.4500437|-68.1997556||||||209|Spinney Brook
562579|Blockhouse Point|Cape|ME|23|Hancock|009|442340N|0684915W|44.3945212|-68.8208638||||||18|Castine
562580|Blodgett Island|Island|ME|23|Kennebec|011|441810N|0700441W|44.3028471|-70.0781087||||||82|Wayne
562581|Blood Brook|Stream|ME|23|Washington|029|451404N|0675723W|45.2345125|-67.9563962|ME|451431N|0675840W|45.2419444|-67.9777778|96|Dark Cove Mountain
562582|Blood Brook|Stream|ME|23|Penobscot|019|452803N|0682744W|45.467557|-68.4622475|ME|452824N|0682614W|45.4733333|-68.4372222|66|Lincoln Center
562583|Blood Cove|Bay|ME|23|Washington|029|450845N|0673409W|45.1459068|-67.5691638||||||40|Princeton
562584|Blood Lake|Lake|ME|23|Aroostook|003|465100N|0694434W|46.8500276|-69.7428401||||||330|Houlton Pond
562585|Blood Mountain|Summit|ME|23|Hancock|009|444048N|0684057W|44.6800731|-68.6825315||||||97|Brewer Lake
562586|Blood Pond|Lake|ME|23|Piscataquis|021|454802N|0692547W|45.8005974|-69.4297763||||||387|Big Spencer Mountain
562587|Bloodsucker Brook|Stream|ME|23|Somerset|025|445532N|0700725W|44.9256124|-70.1236757|ME|445629N|0700612W|44.9413889|-70.1033333|158|New Portland
562589|Blubber Island|Island|ME|23|Knox|013|435551N|0691624W|43.9309161|-69.2733804||||||2|Friendship
562590|Blue Bell Island|Island|ME|23|Kennebec|011|441333N|0695812W|44.2259046|-69.97005||||||51|Purgatory
562591|Blue Brook|Stream|ME|23|Aroostook|003|465216N|0692844W|46.8711417|-69.4789411|ME|465010N|0692437W|46.8361111|-69.4102778|250|Blue Brook
562592|Blue Hill|Populated Place|ME|23|Hancock|009|442450N|0683512W|44.4139662|-68.5866904||||||7|Blue Hill
562593|Blue Hill|Summit|ME|23|Hancock|009|442602N|0683524W|44.4339659|-68.5900239||||||281|Blue Hill
562594|Blue Hill Bay|Bay|ME|23|Hancock|009|441809N|0683036W|44.3025792|-68.5100215||||||0|Brooklin
562595|Blue Hill Bay Lighthouse|Locale|ME|23|Hancock|009|441455N|0682953W|44.2486911|-68.4980768||||||1|Swans Island
562596|Blue Hill Falls|Populated Place|ME|23|Hancock|009|442251N|0683354W|44.3809112|-68.5650231||||||8|Blue Hill
562597|Blue Hill Harbor|Bay|ME|23|Hancock|009|442344N|0683300W|44.3956333|-68.5500226||||||0|Blue Hill
562598|Blue Hill Neck|Cape|ME|23|Hancock|009|442118N|0683329W|44.3550783|-68.5580784||||||42|Brooklin
562599|Blue Point|Populated Place|ME|23|Cumberland|005|433308N|0702123W|43.552306|-70.3564382||||||27|Prouts Neck
562600|Blue Point Hill|Summit|ME|23|Cumberland|005|433310N|0702138W|43.5528616|-70.360605||||||39|Prouts Neck
562601|Blue Pond|Lake|ME|23|Aroostook|003|465007N|0692423W|46.8353096|-69.4064392||||||291|Blue Brook
562602|Blue Ridge|Ridge|ME|23|Piscataquis|021|452927N|0692603W|45.4908791|-69.4342188||||||671|Barren Mountain West
562603|Blue Ridge|Ridge|ME|23|Somerset|025|453942N|0694650W|45.6617105|-69.7806144||||||565|Brassua Lake East
562604|Blue Top|Summit|ME|23|Piscataquis|021|451549N|0694125W|45.2636629|-69.6903325||||||507|Bald Mountain Pond
562605|Blue Trail|Trail|ME|23|Piscataquis|021|455016N|0690509W|45.8378227|-69.0858811||||||413|Rainbow Lake East
562606|Mount Blue|Summit|ME|23|Franklin|007|444341N|0702031W|44.728114|-70.3420095||||||973|Mount Blue
562607|Blueberry Barrens|Flat|ME|23|Washington|029|444132N|0675415W|44.6922979|-67.9041703||||||104|Schoodic Lake
562608|Blueberry Hill|Summit|ME|23|Cumberland|005|433910N|0701945W|43.6528595|-70.3292162||||||37|Portland West
562609|Blueberry Island|Island|ME|23|Oxford|017|445910N|0704916W|44.9861643|-70.8211805||||||446|Oquossoc
562610|Blueberry Island|Island|ME|23|Penobscot|019|452752N|0684900W|45.4644955|-68.8167031||||||130|Endless Lake
562611|Blueberry Island|Island|ME|23|Aroostook|003|465034N|0684603W|46.8428182|-68.7675459||||||219|Fish River Lake
562612|Blueberry Mountain|Summit|ME|23|Franklin|007|444603N|0702849W|44.7675584|-70.4803445||||||881|Madrid
562613|Bluff Head|Cape|ME|23|Sagadahoc|023|435115N|0694737W|43.8542481|-69.7936571||||||4|Phippsburg
562614|Bluff Head|Cape|ME|23|Sagadahoc|023|435446N|0694347W|43.9128575|-69.7297676||||||17|Westport
562615|Bluff Head|Island|ME|23|Knox|013|440600N|0684747W|44.1000812|-68.796419||||||20|Vinalhaven
562616|Bluff Head|Summit|ME|23|Hancock|009|442304N|0684013W|44.3845218|-68.6703041||||||29|Penobscot
562617|Bluff Island|Island|ME|23|York|031|433032N|0701904W|43.508974|-70.3178259||||||9|Prouts Neck
562618|Bluff Mountain|Summit|ME|23|Piscataquis|021|453558N|0692218W|45.5994891|-69.3717183||||||769|Hay Mountain
562619|Bluff Point|Cape|ME|23|Cumberland|005|440442N|0704051W|44.0784037|-70.6808952||||||85|Bridgton
562620|Bluff Point|Cape|ME|23|Hancock|009|442752N|0682543W|44.4645218|-68.4286303||||||7|Newbury Neck
562621|Bluff Pond|Lake|ME|23|Piscataquis|021|453609N|0692207W|45.6025447|-69.3686627||||||664|Hay Mountain
562622|Bluffer Brook|Stream|ME|23|Piscataquis|021|462336N|0690103W|46.393373|-69.0175498|ME|462230N|0690528W|46.375|-69.0911111|247|Chase Lake
562623|Bluffer Pond|Lake|ME|23|Piscataquis|021|462223N|0690551W|46.3730948|-69.0975505||||||344|Beetle Mountain
562624|Bluffer Ridge|Ridge|ME|23|Piscataquis|021|462213N|0690743W|46.3703167|-69.1286619||||||438|Haymock Lake
562625|Blunder Pond|Lake|ME|23|Piscataquis|021|460930N|0685921W|46.1583768|-68.9892143||||||308|Frost Pond
562626|Blunt Cemetery|Cemetery|ME|23|Somerset|025|444520N|0694023W|44.7556178|-69.6731061||||||51|Skowhegan
562627|Blunts Point|Cape|ME|23|Hancock|009|442531N|0682006W|44.4253561|-68.3350171||||||6|Salsbury Cove
562628|Blunts Pond|Lake|ME|23|Hancock|009|442819N|0681846W|44.4720222|-68.3127943||||||52|Salsbury Cove
562629|Board Point|Island|ME|23|Washington|029|443816N|0673219W|44.6378556|-67.5386038||||||1|Whitneyville
562630|Boardman Mountain|Summit|ME|23|Franklin|007|444633N|0700333W|44.7758919|-70.059229||||||442|New Vineyard
562631|Boardway Ponds|Lake|ME|23|Piscataquis|021|453723N|0691102W|45.6231015|-69.1839368||||||452|Big Shanty Mountain
562632|Boars Head Falls|Falls|ME|23|Aroostook|003|462424N|0684550W|46.4067092|-68.7639351||||||205|Middle Brook Mountain
562633|Boarstone Mountain|Summit|ME|23|Piscataquis|021|452237N|0692419W|45.3769928|-69.4053279||||||569|Barren Mountain West
562634|Boat Landing Mountain|Summit|ME|23|Aroostook|003|471454N|0691346W|47.2483665|-69.2294871||||||348|Johnson Brook Mountain
562635|Bobby Creek|Stream|ME|23|Washington|029|442848N|0675252W|44.4800788|-67.8811116|ME|443009N|0675218W|44.5025784|-67.8716671|0|Petit Manan Point
562636|Bobcat Brook|Stream|ME|23|Washington|029|445121N|0680419W|44.8559058|-68.0719551|ME|445226N|0680343W|44.8738889|-68.0619444|95|Lead Mountain
562637|Bobs Cove|Bay|ME|23|Washington|029|443733N|0673322W|44.6259111|-67.5561041||||||0|Whitneyville
562638|Bobs Point|Cape|ME|23|Waldo|027|441840N|0685456W|44.311189|-68.9155876||||||10|Islesboro
562639|Bobs Pond|Lake|ME|23|Somerset|025|460114N|0695152W|46.0205909|-69.864509||||||483|Russell Mountain
562640|Bobsled Rips|Rapids|ME|23|Washington|029|444647N|0673542W|44.7797982|-67.5949953||||||20|Bog Lake
562641|Bodfish Intervale|Basin|ME|23|Piscataquis|021|452414N|0692513W|45.4039366|-69.4203285||||||171|Barren Mountain West
562642|Bodge Hill|Summit|ME|23|Lincoln|015|441229N|0692933W|44.2081302|-69.4925444||||||104|Jefferson
562643|Bog Brook|Stream|ME|23|Oxford|017|441547N|0701902W|44.2631252|-70.3172792|ME|441918N|0701933W|44.3216667|-70.3258333|94|Buckfield
562644|Bog Brook|Stream|ME|23|Hancock|009|442428N|0684831W|44.4078544|-68.8086414|ME|442539N|0684730W|44.4275|-68.7916667|3|Castine
562645|Bog Brook|Stream|ME|23|Oxford|017|442646N|0701840W|44.4461765|-70.3111713|ME|442459N|0701559W|44.4163889|-70.2663889|116|Canton
562646|Bog Brook|Stream|ME|23|Kennebec|011|442810N|0695053W|44.4695107|-69.8481054|ME|442723N|0695137W|44.4563889|-69.8602778|79|Belgrade
562647|Bog Brook|Stream|ME|23|Somerset|025|445257N|0694023W|44.8825595|-69.6731071|ME|445522N|0694144W|44.9227778|-69.6955556|89|Athens
562648|Bog Brook|Stream|ME|23|Somerset|025|445728N|0694152W|44.9578357|-69.6978304|ME|445926N|0694313W|44.9905556|-69.7202778|127|Athens
562649|Bog Brook|Stream|ME|23|Somerset|025|445746N|0692111W|44.9628381|-69.3531023|ME|445759N|0691948W|44.9663889|-69.33|82|Corinna
562650|Bog Brook|Stream|ME|23|Oxford|017|445850N|0710132W|44.9806057|-71.0256279|ME|445941N|0710229W|44.9947222|-71.0413889|462|Wilsons Mills
562651|Bog Brook|Stream|ME|23|Hancock|009|450946N|0681532W|45.1628424|-68.2589061|ME|450732N|0681533W|45.1255556|-68.2591667|82|Saponac
562652|Bog Brook|Stream|ME|23|Penobscot|019|452400N|0683410W|45.4000553|-68.5694718|ME|452405N|0683302W|45.4013889|-68.5505556|70|Nine Meadow Ridge
562653|Bog Brook|Stream|ME|23|Piscataquis|021|452439N|0690357W|45.410883|-69.0658764|ME|452702N|0690412W|45.4505556|-69.07|123|Ebeemee Mountain
562654|Bog Brook|Stream|ME|23|Penobscot|019|453334N|0682146W|45.5595024|-68.362801|ME|453525N|0681924W|45.5902778|-68.3233333|86|Mattawamkeag
562655|Bog Brook|Stream|ME|23|Somerset|025|453400N|0694809W|45.566712|-69.8025591|ME|453425N|0694908W|45.5736111|-69.8188889|292|Indian Pond North
562656|Bog Brook|Stream|ME|23|Somerset|025|453849N|0700942W|45.6469901|-70.1617326|ME|454050N|0701222W|45.6805556|-70.2061111|353|Heald Pond
562657|Bog Brook|Stream|ME|23|Penobscot|019|455229N|0682700W|45.8747738|-68.4500296|ME|455056N|0682813W|45.8488889|-68.4702778|150|Benedicta
562658|Bog Brook|Stream|ME|23|Aroostook|003|460110N|0681815W|46.0194962|-68.304194|ME|460417N|0682226W|46.0713889|-68.3738889|140|Island Falls
562659|Bog Brook|Stream|ME|23|Piscataquis|021|461612N|0691829W|46.2700384|-69.3081085|ME|461617N|0691713W|46.2713889|-69.2869444|287|Soper Mountain
562660|Bog Brook|Stream|ME|23|Aroostook|003|461828N|0675959W|46.3078258|-67.9997456|ME|461936N|0680129W|46.3266667|-68.0247222|183|North Brook Ridge
562661|Bog Brook|Stream|ME|23|Aroostook|003|463120N|0691148W|46.5222582|-69.1967182|ME|463159N|0690815W|46.5330556|-69.1375|306|Third Musquacook Lake
562662|Bog Brook|Stream|ME|23|Piscataquis|021|451158N|0693813W|45.199497|-69.6369975|ME|451124N|0694030W|45.19|-69.675|361|Foster Ridge
562663|Bog Brook|Stream|ME|23|York|031|432337N|0705055W|43.3936933|-70.8486709|ME|432733N|0705512W|43.4592477|-70.9200623|85|Sanford
562664|Bog Brook|Stream|ME|23|Androscoggin|001|440635N|0702219W|44.1097941|-70.3720009|ME|441544N|0702118W|44.2622918|-70.3550576|71|Minot
562665|Bog Brook|Stream|ME|23|Oxford|017|442032N|0703110W|44.34229|-70.5195061|ME|442342N|0703055W|44.3950668|-70.5153402|161|West Paris
562666|Bog Brook|Stream|ME|23|Oxford|017|442357N|0702334W|44.3992333|-70.3928383|ME|442403N|0702157W|44.4008999|-70.3658935|122|Worthley Pond
562667|Bog Brook|Stream|ME|23|Waldo|027|443817N|0691735W|44.6381239|-69.2931012|ME|444025N|0691357W|44.6736796|-69.2325463|78|Unity Pond
562668|Bog Brook|Stream|ME|23|Oxford|017|443910N|0704459W|44.6528384|-70.7497924|ME|444159N|0704610W|44.6997811|-70.7695151|210|Ellis Pond
562669|Bog Brook|Stream|ME|23|Washington|029|444244N|0670704W|44.7123021|-67.1177613|ME|444249N|0671016W|44.7136903|-67.1710961|1|Moose River
562670|Bog Brook|Stream|ME|23|Somerset|025|450820N|0701019W|45.1389438|-70.1720103|ME|450701N|0700939W|45.1169995|-70.1608991|349|Little Bigelow Mountain
562671|Bog Brook|Stream|ME|23|Piscataquis|021|451509N|0691418W|45.2525524|-69.2383786|ME|451433N|0691916W|45.242552|-69.321158|98|Sebec Lake East
562672|Bog Brook|Stream|ME|23|Penobscot|019|452112N|0684647W|45.3533862|-68.7797557|ME|452235N|0684831W|45.3764412|-68.8086459|79|Hardy Pond
562673|Bog Brook|Stream|ME|23|Penobscot|019|452309N|0680917W|45.385897|-68.1547375|ME|452328N|0680710W|45.3911754|-68.1194587|134|Springfield
562674|Bog Brook|Stream|ME|23|Penobscot|019|452646N|0684456W|45.4461631|-68.7489229|ME|452902N|0684720W|45.48394|-68.7889248|110|Mattamiscontis Mountain
